date,value
1981-02-20,2.31
1981-02-23,2.244
1981-02-24,2.233
1981-02-25,2.228
1981-02-26,2.2265
1981-02-27,2.204
1981-03-02,2.1805
1981-03-03,2.205
1981-03-04,2.198
1981-03-05,2.204
1981-03-06,2.1925
1981-03-09,2.215
1981-03-10,2.228
1981-03-11,2.2165
1981-03-12,2.219
1981-03-13,2.217
1981-03-16,2.2365
1981-03-17,2.249
1981-03-18,2.2785
1981-03-19,2.2805
1981-03-20,2.263
1981-03-23,2.2495
1981-03-24,2.2655
1981-03-25,2.2625
1981-03-26,2.245
1981-03-27,2.226
1981-03-30,2.2375
1981-03-31,2.2325
1981-04-01,2.246
1981-04-02,2.218
1981-04-03,2.195
1981-04-06,2.175
1981-04-07,2.203
1981-04-08,2.196
1981-04-09,2.19
1981-04-10,2.185
1981-04-13,2.163
1981-04-14,2.1758
1981-04-15,2.153
1981-04-16,2.154
1981-04-17,2.154
1981-04-20,2.1575
1981-04-21,2.1617
1981-04-22,2.1865
1981-04-23,2.1745
1981-04-24,2.167
1981-04-27,2.163
1981-04-28,2.156
1981-04-29,2.143
1981-04-30,2.1395
1981-05-01,2.143
1981-05-04,2.118
1981-05-05,2.1135
1981-05-06,2.1168
1981-05-07,2.1035
1981-05-08,2.1155
1981-05-11,2.101
1981-05-12,2.0875
1981-05-13,2.0775
1981-05-14,2.0663
1981-05-15,2.0745
1981-05-18,2.0882
1981-05-19,2.0765
1981-05-20,2.081
1981-05-21,2.068
1981-05-22,2.0725
1981-05-25,2.0725
1981-05-26,2.066
1981-05-27,2.06
1981-05-28,2.068
1981-05-29,2.07
1981-06-01,2.0575
1981-06-02,2.036
1981-06-03,2.016
1981-06-04,1.94
1981-06-05,1.93
1981-06-08,1.94
1981-06-09,1.9405
1981-06-10,1.9705
1981-06-11,1.949
1981-06-12,1.957
1981-06-15,2.002
1981-06-16,1.9948
1981-06-17,1.997
1981-06-18,1.976
1981-06-19,1.972
1981-06-22,1.9918
1981-06-23,1.9982
1981-06-24,1.979
1981-06-25,1.953
1981-06-26,1.949
1981-06-29,1.9435
1981-06-30,1.93
1981-07-01,1.9025
1981-07-02,1.884
1981-07-03,1.893
1981-07-06,1.9
1981-07-07,1.9025
1981-07-08,1.879
1981-07-09,1.877
1981-07-10,1.8925
1981-07-13,1.8805
1981-07-14,1.862
1981-07-15,1.89
1981-07-16,1.8825
1981-07-17,1.8815
1981-07-20,1.867
1981-07-21,1.845
1981-07-22,1.8607
1981-07-23,1.8545
1981-07-24,1.8622
1981-07-27,1.86
1981-07-28,1.8635
1981-07-29,1.858
1981-07-30,1.857
1981-07-31,1.84
1981-08-03,1.8015
1981-08-04,1.7935
1981-08-05,1.8055
1981-08-06,1.798
1981-08-07,1.7905
1981-08-10,1.771
1981-08-11,1.776
1981-08-12,1.8115
1981-08-13,1.804
1981-08-14,1.802
1981-08-17,1.8225
1981-08-18,1.829
1981-08-19,1.8315
1981-08-20,1.8595
1981-08-21,1.8765
1981-08-24,1.849
1981-08-25,1.8235
1981-08-26,1.845
1981-08-27,1.8425
1981-08-28,1.849
1981-08-31,1.845
1981-09-01,1.832
1981-09-02,1.8415
1981-09-03,1.8445
1981-09-04,1.843
1981-09-07,1.843
1981-09-08,1.7935
1981-09-09,1.781
1981-09-10,1.804
1981-09-11,1.779
1981-09-14,1.795
1981-09-15,1.833
1981-09-16,1.8475
1981-09-17,1.832
1981-09-18,1.834
1981-09-21,1.854
1981-09-22,1.831
1981-09-23,1.8115
1981-09-24,1.7885
1981-09-25,1.7855
1981-09-28,1.779
1981-09-29,1.7945
1981-09-30,1.803
1981-10-01,1.831
1981-10-02,1.818
1981-10-05,1.8545
1981-10-06,1.847
1981-10-07,1.869
1981-10-08,1.8985
1981-10-09,1.901
1981-10-12,1.901
1981-10-13,1.855
1981-10-14,1.853
1981-10-15,1.847
1981-10-16,1.831
1981-10-19,1.84
1981-10-20,1.819
1981-10-21,1.8212
1981-10-22,1.8148
1981-10-23,1.8205
1981-10-26,1.805
1981-10-27,1.8108
1981-10-28,1.8245
1981-10-29,1.8315
1981-10-30,1.862
1981-11-02,1.8725
1981-11-03,1.8725
1981-11-04,1.878
1981-11-05,1.8725
1981-11-06,1.875
1981-11-09,1.892
1981-11-10,1.867
1981-11-11,1.867
1981-11-12,1.8945
1981-11-13,1.907
1981-11-16,1.913
1981-11-17,1.893
1981-11-18,1.9115
1981-11-19,1.911
1981-11-20,1.897
1981-11-23,1.9037
1981-11-24,1.9185
1981-11-25,1.928
1981-11-26,1.928
1981-11-27,1.956
1981-11-30,1.955
1981-12-01,1.9455
1981-12-02,1.9525
1981-12-03,1.933
1981-12-04,1.9415
1981-12-07,1.935
1981-12-08,1.9265
1981-12-09,1.9225
1981-12-10,1.8928
1981-12-11,1.8775
1981-12-14,1.8655
1981-12-15,1.8855
1981-12-16,1.8865
1981-12-17,1.8865
1981-12-18,1.8775
1981-12-21,1.8715
1981-12-22,1.886
1981-12-23,1.8865
1981-12-24,1.893
1981-12-25,1.893
1981-12-28,1.89
1981-12-29,1.8905
1981-12-30,1.9125
1981-12-31,1.915
1982-01-01,1.915
1982-01-04,1.926
1982-01-05,1.912
1982-01-06,1.9253
1982-01-07,1.92
1982-01-08,1.92
1982-01-11,1.887
1982-01-12,1.873
1982-01-13,1.868
1982-01-14,1.8635
1982-01-15,1.87
1982-01-18,1.8835
1982-01-19,1.894
1982-01-20,1.8832
1982-01-21,1.88
1982-01-22,1.8705
1982-01-25,1.8545
1982-01-26,1.8705
1982-01-27,1.866
1982-01-28,1.8745
1982-01-29,1.879
1982-02-01,1.8605
1982-02-02,1.8625
1982-02-03,1.8585
1982-02-04,1.87
1982-02-05,1.8605
1982-02-08,1.8625
1982-02-09,1.842
1982-02-10,1.8475
1982-02-11,1.849
1982-02-12,1.849
1982-02-15,1.849
1982-02-16,1.8322
1982-02-17,1.8355
1982-02-18,1.8515
1982-02-19,1.8525
1982-02-22,1.8475
1982-02-23,1.831
1982-02-24,1.8295
1982-02-25,1.8327
1982-02-26,1.82
1982-03-01,1.8217
1982-03-02,1.8125
1982-03-03,1.823
1982-03-04,1.8275
1982-03-05,1.8375
1982-03-08,1.825
1982-03-09,1.8035
1982-03-10,1.81
1982-03-11,1.805
1982-03-12,1.7975
1982-03-15,1.807
1982-03-16,1.802
1982-03-17,1.8092
1982-03-18,1.8095
1982-03-19,1.799
1982-03-22,1.7978
1982-03-23,1.802
1982-03-24,1.8045
1982-03-25,1.7955
1982-03-26,1.79
1982-03-29,1.7775
1982-03-30,1.7835
1982-03-31,1.781
1982-04-01,1.79
1982-04-02,1.7875
1982-04-05,1.7722
1982-04-06,1.7505
1982-04-07,1.763
1982-04-08,1.753
1982-04-09,1.754
1982-04-12,1.768
1982-04-13,1.769
1982-04-14,1.76
1982-04-15,1.7598
1982-04-16,1.76
1982-04-19,1.773
1982-04-20,1.7705
1982-04-21,1.777
1982-04-22,1.7775
1982-04-23,1.772
1982-04-26,1.7775
1982-04-27,1.7745
1982-04-28,1.7855
1982-04-29,1.794
1982-04-30,1.7945
1982-05-03,1.8135
1982-05-04,1.7945
1982-05-05,1.805
1982-05-06,1.821
1982-05-07,1.8262
1982-05-10,1.836
1982-05-11,1.833
1982-05-12,1.837
1982-05-13,1.824
1982-05-14,1.8235
1982-05-17,1.8165
1982-05-18,1.8135
1982-05-19,1.7965
1982-05-20,1.7795
1982-05-21,1.7975
1982-05-24,1.8045
1982-05-25,1.8048
1982-05-26,1.8
1982-05-27,1.7895
1982-05-28,1.791
1982-05-31,1.791
1982-06-01,1.7875
1982-06-02,1.7915
1982-06-03,1.7962
1982-06-04,1.795
1982-06-07,1.79
1982-06-08,1.782
1982-06-09,1.7745
1982-06-10,1.764
1982-06-11,1.7745
1982-06-14,1.758
1982-06-15,1.7612
1982-06-16,1.748
1982-06-17,1.743
1982-06-18,1.7385
1982-06-21,1.727
1982-06-22,1.7365
1982-06-23,1.7295
1982-06-24,1.733
1982-06-25,1.719
1982-06-28,1.7185
1982-06-29,1.735
1982-06-30,1.7355
1982-07-01,1.735
1982-07-02,1.731
1982-07-05,1.731
1982-07-06,1.7238
1982-07-07,1.7105
1982-07-08,1.7105
1982-07-09,1.7245
1982-07-12,1.7325
1982-07-13,1.7225
1982-07-14,1.723
1982-07-15,1.7215
1982-07-16,1.724
1982-07-19,1.735
1982-07-20,1.739
1982-07-21,1.756
1982-07-22,1.7475
1982-07-23,1.7665
1982-07-26,1.764
1982-07-27,1.7562
1982-07-28,1.7435
1982-07-29,1.738
1982-07-30,1.738
1982-08-02,1.7535
1982-08-03,1.7485
1982-08-04,1.7278
1982-08-05,1.7155
1982-08-06,1.714
1982-08-09,1.7
1982-08-10,1.6975
1982-08-11,1.698
1982-08-12,1.698
1982-08-13,1.702
1982-08-16,1.7025
1982-08-17,1.707
1982-08-18,1.724
1982-08-19,1.7235
1982-08-20,1.7415
1982-08-23,1.744
1982-08-24,1.7665
1982-08-25,1.7605
1982-08-26,1.76
1982-08-27,1.736
1982-08-30,1.7085
1982-08-31,1.7205
1982-09-01,1.7205
1982-09-02,1.735
1982-09-03,1.7305
1982-09-06,1.7305
1982-09-07,1.7278
1982-09-08,1.721
1982-09-09,1.728
1982-09-10,1.7125
1982-09-13,1.7053
1982-09-14,1.7075
1982-09-15,1.7065
1982-09-16,1.7075
1982-09-17,1.713
1982-09-20,1.7105
1982-09-21,1.71
1982-09-22,1.7215
1982-09-23,1.7105
1982-09-24,1.7085
1982-09-27,1.6958
1982-09-28,1.6905
1982-09-29,1.6955
1982-09-30,1.6945
1982-10-01,1.698
1982-10-04,1.6833
1982-10-05,1.6865
1982-10-06,1.6925
1982-10-07,1.7035
1982-10-08,1.7045
1982-10-11,1.7045
1982-10-12,1.724
1982-10-13,1.7085
1982-10-14,1.706
1982-10-15,1.704
1982-10-18,1.708
1982-10-19,1.707
1982-10-20,1.6973
1982-10-21,1.6957
1982-10-22,1.698
1982-10-25,1.6805
1982-10-26,1.686
1982-10-27,1.6848
1982-10-28,1.678
1982-10-29,1.677
1982-11-01,1.6825
1982-11-02,1.6825
1982-11-03,1.6795
1982-11-04,1.6665
1982-11-05,1.6625
1982-11-08,1.6505
1982-11-09,1.6603
1982-11-10,1.6625
1982-11-11,1.6625
1982-11-12,1.6518
1982-11-15,1.6315
1982-11-16,1.6205
1982-11-17,1.6015
1982-11-18,1.603
1982-11-19,1.6195
1982-11-22,1.594
1982-11-23,1.5972
1982-11-24,1.5955
1982-11-25,1.5955
1982-11-26,1.5925
1982-11-29,1.6062
1982-11-30,1.632
1982-12-01,1.6285
1982-12-02,1.6365
1982-12-03,1.641
1982-12-06,1.62
1982-12-07,1.632
1982-12-08,1.627
1982-12-09,1.612
1982-12-10,1.61
1982-12-13,1.607
1982-12-14,1.6165
1982-12-15,1.614
1982-12-16,1.62
1982-12-17,1.6
1982-12-20,1.6105
1982-12-21,1.6045
1982-12-22,1.607
1982-12-23,1.595
1982-12-24,1.6
1982-12-27,1.605
1982-12-28,1.619
1982-12-29,1.627
1982-12-30,1.6165
1982-12-31,1.618
1983-01-03,1.6235
1983-01-04,1.621
1983-01-05,1.621
1983-01-06,1.6065
1983-01-07,1.61
1983-01-10,1.5895
1983-01-11,1.584
1983-01-12,1.575
1983-01-13,1.578
1983-01-14,1.581
1983-01-17,1.589
1983-01-18,1.576
1983-01-19,1.574
1983-01-20,1.572
1983-01-21,1.5675
1983-01-24,1.5405
1983-01-25,1.5388
1983-01-26,1.548
1983-01-27,1.5365
1983-01-28,1.5362
1983-01-31,1.5202
1983-02-01,1.5235
1983-02-02,1.5135
1983-02-03,1.5245
1983-02-04,1.5245
1983-02-07,1.534
1983-02-08,1.5365
1983-02-09,1.541
1983-02-10,1.549
1983-02-11,1.5405
1983-02-14,1.5385
1983-02-15,1.541
1983-02-16,1.551
1983-02-17,1.5435
1983-02-18,1.5435
1983-02-21,1.5435
1983-02-22,1.5215
1983-02-23,1.533
1983-02-24,1.5275
1983-02-25,1.527
1983-02-28,1.5115
1983-03-01,1.5045
1983-03-02,1.505
1983-03-03,1.5125
1983-03-04,1.511
1983-03-07,1.5168
1983-03-08,1.4995
1983-03-09,1.5025
1983-03-10,1.5117
1983-03-11,1.5027
1983-03-14,1.509
1983-03-15,1.514
1983-03-16,1.51
1983-03-17,1.5023
1983-03-18,1.4875
1983-03-21,1.4705
1983-03-22,1.473
1983-03-23,1.458
1983-03-24,1.4618
1983-03-25,1.46
1983-03-28,1.4545
1983-03-29,1.4543
1983-03-30,1.4665
1983-03-31,1.4825
1983-04-01,1.478
1983-04-04,1.4885
1983-04-05,1.5063
1983-04-06,1.517
1983-04-07,1.5035
1983-04-08,1.505
1983-04-11,1.5263
1983-04-12,1.5425
1983-04-13,1.5365
1983-04-14,1.5402
1983-04-15,1.5488
1983-04-18,1.561
1983-04-19,1.5495
1983-04-20,1.542
1983-04-21,1.5475
1983-04-22,1.543
1983-04-25,1.568
1983-04-26,1.57
1983-04-27,1.568
1983-04-28,1.5592
1983-04-29,1.5573
1983-05-02,1.5707
1983-05-03,1.5782
1983-05-04,1.5787
1983-05-05,1.578
1983-05-06,1.579
1983-05-09,1.568
1983-05-10,1.5645
1983-05-11,1.568
1983-05-12,1.5681
1983-05-13,1.5665
1983-05-16,1.5605
1983-05-17,1.554
1983-05-18,1.5585
1983-05-19,1.5528
1983-05-20,1.5562
1983-05-23,1.5562
1983-05-24,1.5677
1983-05-25,1.5854
1983-05-26,1.602
1983-05-27,1.6018
1983-05-30,1.6018
1983-05-31,1.6005
1983-06-01,1.59
1983-06-02,1.5816
1983-06-03,1.565
1983-06-06,1.576
1983-06-07,1.572
1983-06-08,1.5696
1983-06-09,1.5788
1983-06-10,1.5705
1983-06-13,1.5522
1983-06-14,1.5225
1983-06-15,1.522
1983-06-16,1.527
1983-06-17,1.523
1983-06-20,1.532
1983-06-21,1.526
1983-06-22,1.5305
1983-06-23,1.541
1983-06-24,1.5455
1983-06-27,1.5375
1983-06-28,1.5325
1983-06-29,1.5277
1983-06-30,1.533
1983-07-01,1.531
1983-07-04,1.531
1983-07-05,1.5285
1983-07-06,1.5395
1983-07-07,1.539
1983-07-08,1.5415
1983-07-11,1.534
1983-07-12,1.5315
1983-07-13,1.5298
1983-07-14,1.528
1983-07-15,1.5165
1983-07-18,1.5197
1983-07-19,1.5179
1983-07-20,1.524
1983-07-21,1.525
1983-07-22,1.5205
1983-07-25,1.5215
1983-07-26,1.525
1983-07-27,1.5275
1983-07-28,1.5253
1983-07-29,1.52
1983-08-01,1.509
1983-08-02,1.5072
1983-08-03,1.5058
1983-08-04,1.4875
1983-08-05,1.485
1983-08-08,1.491
1983-08-09,1.494
1983-08-10,1.481
1983-08-11,1.4792
1983-08-12,1.4815
1983-08-15,1.4925
1983-08-16,1.5075
1983-08-17,1.5145
1983-08-18,1.5233
1983-08-19,1.517
1983-08-22,1.528
1983-08-23,1.5308
1983-08-24,1.5198
1983-08-25,1.506
1983-08-26,1.5045
1983-08-29,1.501
1983-08-30,1.4988
1983-08-31,1.494
1983-09-01,1.4974
1983-09-02,1.495
1983-09-05,1.495
1983-09-06,1.4985
1983-09-07,1.4905
1983-09-08,1.4922
1983-09-09,1.494
1983-09-12,1.501
1983-09-13,1.4935
1983-09-14,1.49
1983-09-15,1.497
1983-09-16,1.502
1983-09-19,1.509
1983-09-20,1.508
1983-09-21,1.506
1983-09-22,1.4975
1983-09-23,1.5027
1983-09-26,1.5032
1983-09-27,1.4975
1983-09-28,1.4992
1983-09-29,1.4995
1983-09-30,1.4977
1983-10-03,1.4835
1983-10-04,1.475
1983-10-05,1.489
1983-10-06,1.4903
1983-10-07,1.509
1983-10-10,1.509
1983-10-11,1.508
1983-10-12,1.504
1983-10-13,1.4995
1983-10-14,1.4994
1983-10-17,1.5005
1983-10-18,1.5005
1983-10-19,1.5003
1983-10-20,1.4978
1983-10-21,1.5018
1983-10-24,1.4975
1983-10-25,1.4997
1983-10-26,1.498
1983-10-27,1.4942
1983-10-28,1.495
1983-10-31,1.4952
1983-11-01,1.4855
1983-11-02,1.4871
1983-11-03,1.487
1983-11-04,1.488
1983-11-07,1.4855
1983-11-08,1.4855
1983-11-09,1.4845
1983-11-10,1.491
1983-11-11,1.491
1983-11-14,1.484
1983-11-15,1.4851
1983-11-16,1.483
1983-11-17,1.4783
1983-11-18,1.4695
1983-11-21,1.465
1983-11-22,1.474
1983-11-23,1.4675
1983-11-24,1.4675
1983-11-25,1.4595
1983-11-28,1.4587
1983-11-29,1.46
1983-11-30,1.463
1983-12-01,1.4578
1983-12-02,1.4572
1983-12-05,1.4455
1983-12-06,1.4505
1983-12-07,1.439
1983-12-08,1.4415
1983-12-09,1.435
1983-12-12,1.4307
1983-12-13,1.4165
1983-12-14,1.415
1983-12-15,1.4215
1983-12-16,1.415
1983-12-19,1.4182
1983-12-20,1.419
1983-12-21,1.4225
1983-12-22,1.427
1983-12-23,1.4315
1983-12-26,1.4315
1983-12-27,1.432
1983-12-28,1.436
1983-12-29,1.4475
1983-12-30,1.4515
1984-01-02,1.4515
1984-01-03,1.4287
1984-01-04,1.4173
1984-01-05,1.4125
1984-01-06,1.407
1984-01-09,1.4028
1984-01-10,1.4024
1984-01-11,1.3963
1984-01-12,1.3981
1984-01-13,1.41
1984-01-16,1.4195
1984-01-17,1.4105
1984-01-18,1.414
1984-01-19,1.418
1984-01-20,1.4005
1984-01-23,1.4039
1984-01-24,1.399
1984-01-25,1.4007
1984-01-26,1.406
1984-01-27,1.4035
1984-01-30,1.4074
1984-01-31,1.4012
1984-02-01,1.41
1984-02-02,1.4225
1984-02-03,1.431
1984-02-06,1.4225
1984-02-07,1.4107
1984-02-08,1.4128
1984-02-09,1.421
1984-02-10,1.4143
1984-02-13,1.4143
1984-02-14,1.428
1984-02-15,1.4445
1984-02-16,1.446
1984-02-17,1.451
1984-02-20,1.451
1984-02-21,1.441
1984-02-22,1.4515
1984-02-23,1.4575
1984-02-24,1.4725
1984-02-27,1.473
1984-02-28,1.4915
1984-02-29,1.4905
1984-03-01,1.478
1984-03-02,1.481
1984-03-05,1.4845
1984-03-06,1.484
1984-03-07,1.4755
1984-03-08,1.458
1984-03-09,1.4625
1984-03-12,1.4532
1984-03-13,1.4675
1984-03-14,1.4665
1984-03-15,1.461
1984-03-16,1.445
1984-03-19,1.443
1984-03-20,1.439
1984-03-21,1.4313
1984-03-22,1.4303
1984-03-23,1.436
1984-03-26,1.4475
1984-03-27,1.447
1984-03-28,1.4465
1984-03-29,1.451
1984-03-30,1.4375
1984-04-02,1.433
1984-04-03,1.4315
1984-04-04,1.4325
1984-04-05,1.426
1984-04-06,1.43
1984-04-09,1.425
1984-04-10,1.437
1984-04-11,1.436
1984-04-12,1.429
1984-04-13,1.429
1984-04-16,1.4215
1984-04-17,1.4211
1984-04-18,1.4192
1984-04-19,1.4177
1984-04-20,1.416
1984-04-23,1.4155
1984-04-24,1.4072
1984-04-25,1.4115
1984-04-26,1.4038
1984-04-27,1.4015
1984-04-30,1.398
1984-05-01,1.3975
1984-05-02,1.399
1984-05-03,1.413
1984-05-04,1.408
1984-05-07,1.3855
1984-05-08,1.3825
1984-05-09,1.389
1984-05-10,1.383
1984-05-11,1.3835
1984-05-14,1.388
1984-05-15,1.3875
1984-05-16,1.394
1984-05-17,1.394
1984-05-18,1.3867
1984-05-21,1.3905
1984-05-22,1.389
1984-05-23,1.3765
1984-05-24,1.382
1984-05-25,1.383
1984-05-28,1.383
1984-05-29,1.3855
1984-05-30,1.384
1984-05-31,1.3855
1984-06-01,1.4035
1984-06-04,1.4
1984-06-05,1.3945
1984-06-06,1.4015
1984-06-07,1.3968
1984-06-08,1.3935
1984-06-11,1.388
1984-06-12,1.3835
1984-06-13,1.3855
1984-06-14,1.385
1984-06-15,1.3785
1984-06-18,1.3748
1984-06-19,1.378
1984-06-20,1.366
1984-06-21,1.362
1984-06-22,1.3633
1984-06-25,1.351
1984-06-26,1.3532
1984-06-27,1.349
1984-06-28,1.3525
1984-06-29,1.3575
1984-07-02,1.3508
1984-07-03,1.337
1984-07-04,1.337
1984-07-05,1.318
1984-07-06,1.3162
1984-07-09,1.306
1984-07-10,1.3095
1984-07-11,1.312
1984-07-12,1.3065
1984-07-13,1.3235
1984-07-16,1.3265
1984-07-17,1.3175
1984-07-18,1.314
1984-07-19,1.328
1984-07-20,1.3232
1984-07-23,1.3185
1984-07-24,1.324
1984-07-25,1.3325
1984-07-26,1.3308
1984-07-27,1.311
1984-07-30,1.3075
1984-07-31,1.3073
1984-08-01,1.301
1984-08-02,1.3095
1984-08-03,1.327
1984-08-06,1.317
1984-08-07,1.306
1984-08-08,1.3145
1984-08-09,1.3115
1984-08-10,1.3125
1984-08-13,1.305
1984-08-14,1.319
1984-08-15,1.3203
1984-08-16,1.3275
1984-08-17,1.322
1984-08-20,1.319
1984-08-21,1.3135
1984-08-22,1.3095
1984-08-23,1.3125
1984-08-24,1.305
1984-08-27,1.3075
1984-08-28,1.3105
1984-08-29,1.315
1984-08-30,1.311
1984-08-31,1.3075
1984-09-03,1.3075
1984-09-04,1.292
1984-09-05,1.281
1984-09-06,1.285
1984-09-07,1.273
1984-09-10,1.276
1984-09-11,1.275
1984-09-12,1.2795
1984-09-13,1.2675
1984-09-14,1.266
1984-09-17,1.242
1984-09-18,1.232
1984-09-19,1.237
1984-09-20,1.221
1984-09-21,1.245
1984-09-24,1.2455
1984-09-25,1.2315
1984-09-26,1.241
1984-09-27,1.246
1984-09-28,1.234
1984-10-01,1.2375
1984-10-02,1.24
1984-10-03,1.2495
1984-10-04,1.247
1984-10-05,1.2375
1984-10-08,1.2375
1984-10-09,1.228
1984-10-10,1.233
1984-10-11,1.225
1984-10-12,1.223
1984-10-15,1.2095
1984-10-16,1.2035
1984-10-17,1.2004
1984-10-18,1.187
1984-10-19,1.1915
1984-10-22,1.199
1984-10-23,1.2085
1984-10-24,1.222
1984-10-25,1.2275
1984-10-26,1.222
1984-10-29,1.2085
1984-10-30,1.2125
1984-10-31,1.2185
1984-11-01,1.235
1984-11-02,1.251
1984-11-05,1.2685
1984-11-06,1.2685
1984-11-07,1.272
1984-11-08,1.2697
1984-11-09,1.2605
1984-11-12,1.2605
1984-11-13,1.2715
1984-11-14,1.2605
1984-11-15,1.261
1984-11-16,1.254
1984-11-19,1.2487
1984-11-20,1.2375
1984-11-21,1.2272
1984-11-22,1.2272
1984-11-23,1.22
1984-11-26,1.1995
1984-11-27,1.2087
1984-11-28,1.201
1984-11-29,1.2015
1984-11-30,1.197
1984-12-03,1.1943
1984-12-04,1.2085
1984-12-05,1.208
1984-12-06,1.207
1984-12-07,1.2035
1984-12-10,1.203
1984-12-11,1.199
1984-12-12,1.1987
1984-12-13,1.1895
1984-12-14,1.1935
1984-12-17,1.191
1984-12-18,1.186
1984-12-19,1.1748
1984-12-20,1.1645
1984-12-21,1.173
1984-12-24,1.173
1984-12-25,1.173
1984-12-26,1.171
1984-12-27,1.1625
1984-12-28,1.163
1984-12-31,1.158
1985-01-01,1.158
1985-01-02,1.148
1985-01-03,1.1505
1985-01-04,1.1535
1985-01-07,1.1415
1985-01-08,1.1475
1985-01-09,1.141
1985-01-10,1.134
1985-01-11,1.1245
1985-01-14,1.111
1985-01-15,1.1195
1985-01-16,1.117
1985-01-17,1.1187
1985-01-18,1.1195
1985-01-21,1.1195
1985-01-22,1.1235
1985-01-23,1.11
1985-01-24,1.118
1985-01-25,1.11
1985-01-28,1.111
1985-01-29,1.1138
1985-01-30,1.126
1985-01-31,1.1305
1985-02-01,1.124
1985-02-04,1.114
1985-02-05,1.1112
1985-02-06,1.1135
1985-02-07,1.116
1985-02-08,1.109
1985-02-11,1.097
1985-02-12,1.097
1985-02-13,1.0875
1985-02-14,1.092
1985-02-15,1.102
1985-02-18,1.102
1985-02-19,1.0929
1985-02-20,1.0865
1985-02-21,1.0815
1985-02-22,1.0765
1985-02-25,1.0545
1985-02-26,1.052
1985-02-27,1.0875
1985-02-28,1.079
1985-03-01,1.072
1985-03-04,1.0677
1985-03-05,1.0545
1985-03-06,1.072
1985-03-07,1.0674
1985-03-08,1.064
1985-03-11,1.0885
1985-03-12,1.0885
1985-03-13,1.086
1985-03-14,1.0805
1985-03-15,1.084
1985-03-18,1.106
1985-03-19,1.1355
1985-03-20,1.151
1985-03-21,1.187
1985-03-22,1.1725
1985-03-25,1.171
1985-03-26,1.182
1985-03-27,1.2375
1985-03-28,1.227
1985-03-29,1.236
1985-04-01,1.2215
1985-04-02,1.205
1985-04-03,1.2165
1985-04-04,1.1935
1985-04-05,1.1985
1985-04-08,1.201
1985-04-09,1.21
1985-04-10,1.215
1985-04-11,1.251
1985-04-12,1.2545
1985-04-15,1.2755
1985-04-16,1.2775
1985-04-17,1.2738
1985-04-18,1.2935
1985-04-19,1.293
1985-04-22,1.278
1985-04-23,1.252
1985-04-24,1.23
1985-04-25,1.2035
1985-04-26,1.216
1985-04-29,1.23
1985-04-30,1.241
1985-05-01,1.2235
1985-05-02,1.2205
1985-05-03,1.207
1985-05-06,1.188
1985-05-07,1.218
1985-05-08,1.2075
1985-05-09,1.2378
1985-05-10,1.2335
1985-05-13,1.2535
1985-05-14,1.2735
1985-05-15,1.2625
1985-05-16,1.259
1985-05-17,1.265
1985-05-20,1.2825
1985-05-21,1.2715
1985-05-22,1.2635
1985-05-23,1.259
1985-05-24,1.2585
1985-05-27,1.2585
1985-05-28,1.2515
1985-05-29,1.2665
1985-05-30,1.2735
1985-05-31,1.286
1985-06-03,1.2945
1985-06-04,1.276
1985-06-05,1.2565
1985-06-06,1.271
1985-06-07,1.268
1985-06-10,1.257
1985-06-11,1.2623
1985-06-12,1.2665
1985-06-13,1.265
1985-06-14,1.28
1985-06-17,1.279
1985-06-18,1.299
1985-06-19,1.3065
1985-06-20,1.2769
1985-06-21,1.287
1985-06-24,1.287
1985-06-25,1.285
1985-06-26,1.298
1985-06-27,1.292
1985-06-28,1.3095
1985-07-01,1.305
1985-07-02,1.304
1985-07-03,1.3127
1985-07-04,1.3127
1985-07-05,1.327
1985-07-08,1.3435
1985-07-09,1.365
1985-07-10,1.386
1985-07-11,1.381
1985-07-12,1.385
1985-07-15,1.389
1985-07-16,1.387
1985-07-17,1.4112
1985-07-18,1.4045
1985-07-19,1.399
1985-07-22,1.3885
1985-07-23,1.41
1985-07-24,1.3978
1985-07-25,1.4105
1985-07-26,1.409
1985-07-29,1.4278
1985-07-30,1.4215
1985-07-31,1.411
1985-08-01,1.381
1985-08-02,1.371
1985-08-05,1.3675
1985-08-06,1.346
1985-08-07,1.338
1985-08-08,1.3555
1985-08-09,1.3575
1985-08-12,1.3835
1985-08-13,1.388
1985-08-14,1.384
1985-08-15,1.3965
1985-08-16,1.3995
1985-08-19,1.399
1985-08-20,1.389
1985-08-21,1.3923
1985-08-22,1.4075
1985-08-23,1.401
1985-08-26,1.4073
1985-08-27,1.393
1985-08-28,1.4015
1985-08-29,1.3995
1985-08-30,1.391
1985-09-02,1.391
1985-09-03,1.369
1985-09-04,1.3728
1985-09-05,1.365
1985-09-06,1.325
1985-09-09,1.3045
1985-09-10,1.313
1985-09-11,1.3085
1985-09-12,1.3185
1985-09-13,1.34
1985-09-16,1.342
1985-09-17,1.3395
1985-09-18,1.335
1985-09-19,1.34
1985-09-20,1.367
1985-09-23,1.427
1985-09-24,1.4315
1985-09-25,1.4375
1985-09-26,1.437
1985-09-27,1.4025
1985-09-30,1.4085
1985-10-01,1.4105
1985-10-02,1.4135
1985-10-03,1.425
1985-10-04,1.4155
1985-10-07,1.4125
1985-10-08,1.413
1985-10-09,1.414
1985-10-10,1.411
1985-10-11,1.4115
1985-10-14,1.4115
1985-10-15,1.4128
1985-10-16,1.4075
